
Traditional Range Search 
1052650 779.88 278.23 
1052656 779.97 277.42 
1052574 779.97 280.27 
1052655 779.97 277.62 
1052578 779.97 280.27 
1052654 779.97 278.64 
1052571 779.97 279.45 
1055504 779.97 283.12 
1055503 779.97 282.31 
1055483 780.07 284.55 
1055481 780.16 283.94 
1055484 780.16 285.77 
1052572 780.16 279.45 
1052653 780.16 278.43 
1055502 780.16 282.51 
1052575 780.25 280.88 
1055482 780.25 284.14 
1052657 780.34 277.42 
1052389 780.43 283.12 
1052367 780.43 284.96 
1052361 780.43 285.77 
1052573 780.53 279.66 
1052390 780.62 283.33 
1052362 780.62 285.77 
1052365 780.62 285.98 
1052356 780.62 284.35 
1052363 780.71 285.77 
1052545 780.71 281.49 
1052364 780.71 285.77 
1052652 780.71 278.64 
1052662 780.80 277.62 
1052544 780.80 281.49 
1052542 780.80 281.29 
1052543 780.80 281.29 
1052357 780.80 284.55 
1052366 780.80 285.57 
1052359 780.80 284.96 
1052391 780.89 283.53 
1052360 780.89 285.16 
1052392 780.89 283.53 
1052547 780.89 281.90 
1052576 780.89 280.88 
1052358 780.99 284.55 
1052368 780.99 283.94 
1052661 780.99 278.43 
1052546 780.99 281.49 
1052355 780.99 283.73 
1052393 780.99 282.92 
1052388 780.99 282.51 
1052577 780.99 280.27 
1052589 781.08 279.66 
1052625 781.17 280.47 
1052678 781.26 278.43 
1052588 781.26 279.25 
1052554 781.26 282.31 
1052371 781.26 284.75 
1052676 781.26 277.82 
1052553 781.35 282.10 
1052677 781.35 277.82 
1052675 781.35 277.21 
1052373 781.35 285.57 
1052374 781.35 285.98 
1052623 781.35 281.08 
1052681 781.45 278.23 
1052587 781.45 279.05 
1052626 781.45 280.07 
1052683 781.45 278.43 
1052682 781.45 278.23 
1052590 781.45 279.66 
1052679 781.54 278.23 
1052672 781.54 277.62 
1052671 781.54 278.43 
1052375 781.54 285.57 
1052680 781.54 278.23 
1052624 781.54 280.68 
1052622 781.54 281.08 
1052582 781.63 279.05 
1052580 781.63 278.84 
1052372 781.63 285.16 
1052581 781.63 279.05 
1052318 781.72 286.38 
1052395 781.72 282.72 
1052394 781.72 282.51 
1052585 781.72 279.25 
1052583 781.72 279.25 
1052584 781.72 279.25 
1052376 781.81 285.57 
1052586 781.81 279.25 
1052552 781.81 282.10 
1052556 781.91 281.70 
1052668 781.91 278.03 
1052550 781.91 281.29 
1052549 781.91 281.29 
1052579 781.91 278.84 
1052591 781.91 279.66 
1052619 781.91 280.47 
1052628 781.91 280.27 
1052592 782.00 279.66 
1052396 782.00 282.92 
1052369 782.00 284.14 
1052617 782.00 280.88 
1052593 782.00 279.45 
1052629 782.00 280.88 
1052607 782.00 280.07 
1052614 782.00 280.27 
1052596 782.00 279.66 
1052597 782.00 279.66 
1052370 782.00 284.14 
1052612 782.09 280.07 
1052548 782.09 281.49 
1052598 782.09 279.86 
1052377 782.09 286.18 
1052606 782.09 280.07 
1052603 782.09 280.07 
1052620 782.09 280.68 
1052621 782.09 280.68 
1052627 782.09 280.07 
1052551 782.09 281.49 
1052605 782.09 280.07 
1052378 782.09 285.77 
1052618 782.09 280.88 
1052397 782.09 283.33 
1052608 782.09 280.07 
1052604 782.09 280.07 
1052609 782.09 280.07 
1052599 782.09 279.86 
1052595 782.09 279.86 
1052667 782.09 278.23 
1052600 782.09 279.86 
1052613 782.09 280.27 
1052555 782.09 281.29 
1052704 782.18 280.07 
1052616 782.18 280.27 
1052615 782.18 280.27 
1052602 782.18 280.07 
1052638 782.18 279.45 
1052610 782.18 279.86 
1052702 782.18 280.07 
1052594 782.18 279.86 
1052703 782.18 279.86 
1052601 782.18 279.86 
1052611 782.18 279.86 
1052568 782.18 282.31 
1052401 782.27 283.12 
1052639 782.27 279.66 
1055330 774.09 286.59 
1055439 777.49 286.59 
1055331 773.35 286.59 
1055318 774.92 286.59 
1055453 779.79 286.59 
1055443 777.95 286.59 
1052315 781.91 286.59 
1052307 780.53 286.59 
1055454 779.88 286.59 
1052319 781.45 286.79 
1055320 774.37 286.79 
1052306 780.80 286.79 
1055319 775.10 286.79 
1055327 772.34 286.79 
1055323 776.39 286.79 
1055455 779.51 286.79 
1055325 775.74 286.79 
1055442 777.68 286.79 
1055321 774.37 286.79 
1055445 778.50 287.00 
1055444 778.69 287.00 
1055456 779.15 287.20 
1052316 781.91 287.20 
1055144 774.37 287.20 
1055461 779.97 287.20 
1055460 780.34 287.20 
1055149 776.57 287.20 
1055328 773.45 287.20 
1052308 780.89 287.40 
1055158 772.16 287.40 
1055145 775.93 287.40 
1052317 782.09 287.40 
1055451 779.51 287.61 
1052304 780.99 287.61 
1055459 779.97 287.61 
1055452 779.70 287.61 
1055458 780.34 287.61 
1052305 780.89 287.61 
1052303 780.99 287.61 
1052312 781.35 287.61 
1055146 775.47 287.81 
1055437 777.03 287.81 
1055157 772.34 287.81 
1055457 780.34 287.81 
1052309 781.26 287.81 
1055440 778.04 288.01 
1055449 778.96 288.01 
1055156 772.43 288.22 
1055143 775.19 288.22 
1055441 777.95 288.22 
1055450 778.96 288.22 
1055448 779.33 288.22 
1052313 781.17 288.42 
1055147 776.39 288.42 
1055148 776.30 288.42 
1055142 774.27 288.42 
1052310 781.26 288.63 
1052311 781.17 288.83 
1055138 775.74 288.83 
1055438 777.40 288.83 
1055433 779.70 288.83 
1055447 778.96 288.83 
1055436 776.76 288.83 
1052314 781.54 288.83 
1055426 778.32 289.03 
1055429 778.23 289.03 
1055136 775.65 289.03 
1055137 775.65 289.03 
1055435 780.16 289.24 
1055425 778.69 289.24 
1052294 781.63 289.24 
1055432 779.61 289.24 
1055131 775.29 289.44 
1055141 776.57 289.44 
1052293 781.35 289.44 
1055419 776.85 289.44 
1055159 776.57 289.44 
1055427 777.68 289.65 
1055132 774.46 289.65 
1055420 777.22 289.85 
1055424 778.50 289.85 
1055135 776.11 289.85 
1055434 779.15 289.85 
1052291 781.63 290.05 
1052292 781.72 290.05 
1055430 778.96 290.05 
1055428 778.23 290.05 
1055140 776.48 290.05 
1055416 776.94 290.26 
1055423 778.69 290.26 
1055421 778.23 290.26 
1052289 780.62 290.46 
1055431 779.61 290.46 
1055417 777.12 290.46 
1055129 774.46 290.46 
1052290 780.62 290.46 
1055422 778.32 290.66 
1052296 782.18 290.66 
1052295 782.27 290.66 
1055418 777.22 290.66 
1055139 776.57 290.87 
1055241 779.79 291.07 
1055239 777.86 291.07 
1054276 781.26 291.07 
1055133 775.65 291.07 
1055160 775.29 291.07 
1055130 775.10 291.07 
1055240 778.69 291.28 
1055134 776.30 291.28 
1055238 776.76 291.28 
1054277 782.00 291.28 
1055228 779.88 291.48 
1055221 779.05 291.48 
1055222 779.24 291.48 
1055127 776.39 291.68 
1055161 773.54 291.68 
1055201 777.03 291.68 
1051958 771.97 291.68 
1055226 779.88 291.68 
1055209 777.31 291.68 
1054264 782.09 291.68 
1054260 781.45 291.68 
1054272 782.18 291.89 
1055223 779.15 291.89 
1055217 777.77 291.89 
1055220 778.04 291.89 
1055200 777.03 291.89 
1055218 777.77 291.89 
1055219 777.77 291.89 
1055208 777.31 292.09 
1055126 776.11 292.09 
1054247 780.53 292.09 
1054265 781.63 292.09 
1055115 775.19 292.30 
1055225 778.78 292.30 
1055128 775.38 292.30 
1054259 781.45 292.30 
1055224 779.33 292.30 
1055202 776.76 292.50 
1055237 780.07 292.50 
1055227 779.70 292.50 
1054263 781.63 292.50 
1054261 782.00 292.70 
1055121 774.83 292.70 
1055118 774.83 292.70 
1054262 782.00 292.70 
1055119 774.73 292.70 
1055198 776.66 292.91 
1055203 777.22 292.91 
1055124 776.39 292.91 
1055206 777.12 292.91 
1055120 774.92 292.91 
1054252 781.17 292.91 
1055125 776.39 292.91 
1054251 781.17 292.91 
1055236 780.34 293.11 
1054254 781.54 293.11 
1055235 780.34 293.11 
1054258 781.17 293.11 
1055216 778.41 293.11 
1054253 781.45 293.11 
1055215 778.23 293.11 
1055207 777.22 293.11 
1054257 781.17 293.31 
1055212 777.77 293.31 
1055232 778.96 293.31 
1054250 780.34 293.31 
1055116 774.37 293.31 
1054249 780.80 293.31 
1055233 778.96 293.52 
1055204 777.49 293.52 
1055211 777.86 293.52 
1054255 781.63 293.52 
1055213 777.77 293.52 
1055122 775.47 293.52 
1055123 775.47 293.52 
1055117 774.37 293.52 
1055214 777.86 293.52 
1055229 779.51 293.52 
1055234 779.97 293.52 
1055231 779.15 293.72 
1054248 780.53 293.72 
1054266 781.72 293.72 
1055210 777.12 293.72 
1055230 779.15 293.72 
1054256 781.26 293.72 
1055205 777.12 293.72 
1055199 777.03 293.93 
1055113 776.30 293.93 
1055185 778.96 293.93 
1055183 779.51 293.93 
1055196 780.16 294.13 
1055182 779.51 294.13 
1055167 777.03 294.13 
1054221 780.53 294.13 
1054222 780.62 294.13 
1055197 780.07 294.33 
1055111 775.38 294.33 
1055101 775.29 294.33 
1055187 779.24 294.33 
1055186 779.15 294.33 
1055102 774.55 294.54 
1055170 776.85 294.54 
1055112 775.74 294.54 
1055104 774.55 294.74 
1055195 779.97 294.74 
1055103 774.55 294.74 
1055100 775.10 294.74 
1055169 776.57 294.74 
1055105 774.55 294.74 
1055106 774.55 294.74 
1055194 780.07 294.74 
1055107 774.37 294.74 
1055173 778.14 294.74 
1055110 775.84 294.94 
1055114 776.39 294.94 
1055168 776.76 295.15 
1055184 779.42 295.15 
1055165 776.76 295.15 
1055164 776.66 295.15 
1055178 778.87 295.35 
1055109 775.84 295.35 
1055193 780.16 295.35 
1055177 778.60 295.56 
1055179 779.61 295.56 
1053696 772.89 295.56 
1055176 778.60 295.56 
1055265 778.69 295.56 
1053679 772.43 295.56 
1055166 777.31 295.56 
1055180 779.42 295.56 
1055181 779.42 295.76 
1055172 778.04 295.76 
1055108 775.38 295.96 
1055171 777.86 295.96 
1055174 778.60 295.96 
1055099 775.19 295.96 
1055175 778.60 295.96 
1055162 776.57 296.17 
1055163 776.57 296.17 
1055191 779.42 296.17 
1055189 778.87 296.37 
1055188 778.87 296.37 
1055097 774.83 296.37 
1053606 772.53 296.37 
1055190 778.87 296.37 
1055098 774.92 296.37 
1055151 776.30 296.58 
1055153 775.38 296.58 
1055246 778.23 296.58 
1055152 776.20 296.58 
1055243 777.03 296.78 
1055154 775.38 296.78 
1053693 773.17 296.78 
1053695 773.81 296.78 
1053684 772.89 296.78 
1053694 773.63 296.78 
1055155 776.11 296.78 
1053685 772.89 296.78 
1053691 773.17 296.78 
1053692 773.35 296.78 
1053657 774.27 297.19 
1055244 777.95 297.19 
1055245 777.86 297.19 
1055252 777.68 297.39 
1055242 776.39 297.39 
1055150 776.11 297.39 
1055251 777.68 297.59 
1053682 771.88 297.59 
1053683 772.16 297.59 
1053690 773.45 297.80 
1053653 775.01 298.00 
1053656 774.37 298.00 
1053687 773.17 298.00 
1053689 773.72 298.00 
1053652 775.01 298.00 
1053192 776.85 298.21 
1053681 772.80 298.21 
1055264 776.20 298.21 
1053680 772.25 298.41 
1053688 773.35 298.61 
1053654 775.29 298.82 
1053686 773.35 298.82 
1053655 774.64 298.82 
1053648 775.65 299.23 
1053660 772.62 299.23 
1053661 772.89 299.23 
1053647 775.84 299.43 
1053662 772.25 299.43 
1053633 774.73 299.63 
1053668 774.09 299.84 
1053667 773.35 299.84 
1053646 775.65 299.84 
1053651 775.38 299.84 
1057003 772.07 300.45 
1053666 773.45 300.45 
1053632 775.19 300.45 
1053665 773.81 300.45 
1053631 775.19 300.45 
1053634 774.27 300.65 
1055517 782.09 262.33 
1040696 770.60 262.33 
1055512 780.89 262.54 
1054650 776.57 262.54 
1054659 778.14 262.54 
1054661 777.77 262.54 
1054667 780.16 262.54 
1054660 777.77 262.74 
1054652 778.69 262.74 
1041149 772.89 262.74 
1055513 782.09 262.94 
1055514 781.72 262.94 
1040702 769.95 262.94 
1054662 778.04 262.94 
1041148 772.16 262.94 
1054664 778.14 263.15 
1055515 781.72 263.15 
1041175 774.18 263.15 
1041142 771.70 263.15 
1054663 778.14 263.15 
1055516 781.63 263.15 
1041147 771.97 263.15 
1040697 770.23 263.15 
1041128 772.71 263.35 
1041120 771.52 263.55 
1040674 770.60 263.55 
1055508 780.80 263.55 
1055510 781.81 263.76 
1040680 770.96 263.76 
1041160 774.83 263.76 
1041129 772.62 263.76 
1041134 771.97 263.76 
1055509 781.81 263.76 
1040675 770.04 264.17 
1041121 771.52 264.17 
1041161 774.64 264.17 
1041123 771.15 264.37 
1041166 774.37 264.37 
1041124 771.24 264.37 
1054643 779.24 264.37 
1041130 772.62 264.37 
1041131 772.71 264.37 
1051634 780.34 264.37 
1041122 771.61 264.37 
1041136 773.81 264.37 
1041137 773.17 264.57 
1041159 774.92 264.57 
1054714 782.18 264.57 
1054645 780.07 264.57 
1040678 770.41 264.78 
1041138 773.54 264.78 
1054637 777.12 264.78 
1041158 775.01 264.78 
1054640 778.23 264.78 
1040677 770.23 264.78 
1054638 777.03 264.78 
1041125 771.42 264.98 
1041167 776.11 265.19 
1041139 773.17 265.19 
1051632 780.89 265.19 
1041165 774.27 265.19 
1051633 780.71 265.19 
1040681 770.78 265.39 
1040682 770.78 265.39 
1041135 772.25 265.39 
1041132 772.99 265.39 
1051635 781.91 265.39 
1040679 770.04 265.39 
1041164 774.37 265.39 
1051636 781.54 265.39 
1041133 772.89 265.59 
1041140 773.26 265.59 
1041162 774.64 265.59 
1054639 776.76 265.59 
1051637 781.54 265.59 
1054642 779.79 265.59 
1041127 771.15 265.59 
1054644 779.97 265.59 
1041126 771.61 265.80 
1041163 774.64 265.80 
1051631 780.99 265.80 
1054641 778.60 265.80 
1041157 775.19 265.80 
1054705 779.97 266.00 
1051643 780.34 266.00 
1054846 770.69 266.00 
1041156 773.63 266.00 
1054847 771.15 266.00 
1054849 771.42 266.20 
1056241 773.08 266.20 
1052939 778.96 266.20 
1052936 779.15 266.20 
1053777 776.66 266.20 
1052934 778.96 266.41 
1054848 771.24 266.41 
1054842 770.41 266.41 
1053766 775.65 266.41 
1056247 774.27 266.41 
1054845 770.69 266.61 
1053768 775.93 266.61 
1052933 779.05 266.61 
1056231 772.80 266.61 
1056242 773.72 266.61 
1052935 779.24 266.61 
1053769 775.93 266.61 
1056244 774.27 266.82 
1056246 775.01 266.82 
1054850 771.15 266.82 
1053776 776.48 266.82 
1054840 770.23 267.02 
1056239 773.45 267.02 
1056243 773.26 267.02 
1056240 773.08 267.02 
1053767 775.65 267.02 
1052932 779.79 267.22 
1054855 771.06 267.22 
1056234 772.34 267.22 
1054758 782.09 267.22 
1051645 781.45 267.22 
1053774 777.31 267.22 
1054851 771.70 267.22 
1052937 780.07 267.43 
1056232 772.80 267.43 
1056233 772.89 267.43 
1051644 781.35 267.43 
1053765 775.19 267.43 
1056235 772.43 267.43 
1053773 775.74 267.43 
1054838 770.41 267.43 
1054854 770.96 267.43 
1056236 772.53 267.43 
1052931 779.33 267.43 
1054852 771.61 267.43 
1056238 773.81 267.43 
1054839 770.23 267.43 
1052927 777.86 267.63 
1054853 771.61 267.63 
1052928 777.86 267.63 
1056245 774.83 267.63 
1056249 773.45 267.63 
1053775 776.48 267.63 
1053770 776.30 267.63 
1054837 770.60 267.63 
1056237 773.81 267.63 
1056229 771.79 267.63 
1053772 775.29 267.84 
1054835 770.04 267.84 
1056230 772.07 267.84 
1054844 770.69 268.04 
1054836 770.32 268.04 
1052929 778.60 268.04 
1052930 779.05 268.24 
1052938 780.07 268.24 
1056248 772.71 268.24 
1054843 770.96 268.24 
1053771 775.74 268.45 
1056227 773.17 268.65 
1053762 776.85 268.65 
1053752 776.39 268.65 
1052916 777.68 268.65 
1053747 775.47 268.65 
1056224 773.72 268.65 
1056225 774.00 268.65 
1056223 773.72 268.65 
1052920 779.33 268.85 
1053738 774.64 268.85 
1056226 773.26 268.85 
1056214 772.25 268.85 
1053753 776.39 268.85 
1053751 776.39 268.85 
1053763 777.22 268.85 
1053748 775.56 268.85 
1054822 770.60 268.85 
1056222 773.72 268.85 
1053749 775.65 268.85 
1051640 780.80 269.06 
1054812 769.95 269.06 
1053741 774.92 269.06 
1054814 769.86 269.06 
1054813 769.95 269.06 
1052921 779.33 269.06 
1052922 779.61 269.06 
1056213 772.07 269.26 
1051641 781.45 269.26 
1053750 775.56 269.26 
1053754 776.20 269.26 
1056215 772.89 269.26 
1052919 779.24 269.26 
1051642 781.35 269.26 
1056221 773.54 269.26 
1053739 774.46 269.26 
1056212 771.97 269.47 
1053740 774.73 269.47 
1054823 770.32 269.47 
1056211 772.25 269.47 
1054824 770.69 269.47 
1053755 776.11 269.47 
1052918 777.68 269.47 
1053742 774.83 269.47 
1052917 778.04 269.47 
1054809 770.14 269.67 
1054810 770.14 269.67 
1056216 771.88 269.67 
1052925 778.87 269.67 
1054807 770.04 269.67 
1054808 770.04 269.67 
1053701 774.09 269.87 
1053760 776.02 269.87 
1053761 776.02 269.87 
1053700 774.09 269.87 
1052926 779.24 270.08 
1056228 773.63 270.08 
1054825 770.41 270.08 
1053699 774.09 270.08 
1056220 773.63 270.08 
1052923 779.79 270.08 
1054830 770.23 270.28 
1053756 776.20 270.28 
1053744 775.10 270.28 
1051638 780.53 270.28 
1051639 780.53 270.28 
1056210 772.34 270.28 
1056219 773.63 270.28 
1054804 769.95 270.49 
1054803 769.86 270.49 
1054805 769.95 270.49 
1054806 769.95 270.49 
1056218 773.45 270.49 
1053743 775.29 270.49 
1054802 769.95 270.49 
1053757 776.11 270.49 
1054828 770.04 270.49 
1054800 769.95 270.69 
1056217 773.08 270.69 
1054826 770.69 270.69 
1053746 774.83 270.69 
1054829 770.04 270.69 
1054827 770.14 270.69 
1053764 776.57 270.69 
1054798 769.95 270.69 
1054799 769.95 270.69 
1054801 769.95 270.69 
1054793 769.95 270.89 
1054792 769.95 270.89 
1054797 769.95 270.89 
1053758 776.11 270.89 
1054794 769.95 270.89 
1053745 775.29 270.89 
1054795 769.95 270.89 
1053759 776.02 270.89 
1054796 769.95 270.89 
1052924 779.33 270.89 
1053719 775.74 271.10 
1053720 775.65 271.10 
1053709 774.64 271.10 
1056202 772.25 271.10 
1054776 771.24 271.10 
1053717 775.74 271.10 
1053716 775.84 271.10 
1053715 775.84 271.10 
1053718 775.74 271.10 
1056203 772.62 271.10 
1053732 776.85 271.10 
1053721 775.65 271.10 
1053726 775.93 271.30 
1056207 773.54 271.30 
1053723 775.65 271.30 
1053698 773.81 271.30 
1053734 777.12 271.30 
1054775 770.69 271.30 
1053724 775.65 271.30 
1053722 775.74 271.30 
1053725 775.65 271.30 
1053731 776.57 271.50 
1053697 774.00 271.50 
1056208 773.54 271.71 
1052915 778.41 271.71 
1054777 771.61 271.71 
1054778 771.42 271.71 
1056209 773.35 271.71 
1053727 775.74 271.71 
1056201 772.16 271.91 
1053708 774.27 271.91 
1052912 777.86 271.91 
1052914 777.95 271.91 
1053714 775.10 271.91 
1052913 777.95 271.91 
1054769 769.95 272.12 
1054767 770.69 272.12 
1056200 772.07 272.12 
1054768 770.23 272.12 
1053728 775.47 272.12 
1056204 772.80 272.12 
1052910 777.49 272.12 
1054773 771.15 272.32 
1052909 777.49 272.32 
1053730 776.20 272.32 
1053733 776.66 272.32 
1054774 771.24 272.32 
1053712 774.37 272.32 
1053710 774.92 272.32 
1056206 773.08 272.52 
1056205 772.53 272.52 
1056199 772.07 272.73 
1053735 777.22 272.73 
1053737 776.85 272.73 
1053059 773.72 272.93 
1054856 769.86 272.93 
1054779 771.24 272.93 
1054765 769.95 272.93 
1054772 770.87 272.93 
1053711 775.19 273.13 
1052911 777.31 273.13 
1053445 770.96 273.13 
1053446 771.42 273.34 
1053729 776.30 273.34 
1053713 774.37 273.34 
1053057 772.25 273.34 
1053447 771.88 273.34 
1053736 776.48 273.34 
1053058 773.26 273.54 
1053435 770.14 273.54 
1052905 777.40 273.54 
1053440 771.24 273.54 
1053044 772.80 273.75 
1053045 772.34 273.75 
1052902 777.49 273.75 
1053046 771.97 273.75 
1052906 778.32 273.75 
1053704 777.03 273.75 
1053705 776.76 273.75 
1053054 773.63 273.75 
1053702 775.93 273.75 
1053706 776.48 273.95 
1052510 774.83 273.95 
1052903 777.58 273.95 
1052904 777.40 273.95 
1052509 775.19 274.15 
1053438 771.42 274.15 
1052908 777.95 274.15 
1053048 772.43 274.36 
1053703 777.12 274.36 
1053056 773.91 274.36 
1053047 772.25 274.36 
1052907 778.04 274.36 
1053049 772.43 274.36 
1053436 770.87 274.56 
1052515 775.47 274.56 
1053437 771.24 274.56 
1053053 772.34 274.56 
1053434 770.69 274.77 
1053707 776.94 274.77 
1052514 776.11 274.77 
1052513 775.93 274.97 
1052521 777.40 274.97 
1053104 774.46 274.97 
1052693 780.16 275.17 
1053439 770.87 275.17 
1053429 769.95 275.17 
1052689 780.71 275.17 
1053103 774.46 275.17 
1051583 778.04 275.17 
1051581 778.50 275.38 
1051582 778.50 275.38 
1052516 775.93 275.58 
1052512 775.74 275.58 
1053102 774.46 275.58 
1052696 781.91 275.58 
1052694 781.45 275.58 
1053050 772.71 275.58 
1052695 781.54 275.58 
1053052 772.25 275.58 
1053051 772.53 275.78 
1051584 779.51 275.78 
1051585 779.51 275.78 
1052507 774.92 275.78 
1053433 770.41 275.78 
1051586 779.42 275.78 
1053428 769.95 275.78 
1052517 776.48 275.99 
1052690 780.71 275.99 
1052692 780.07 275.99 
1052508 775.10 275.99 
1052520 776.48 275.99 
1052518 776.48 275.99 
1053055 773.81 275.99 
1051587 779.42 275.99 
1052519 776.57 275.99 
1052511 775.56 275.99 
1052691 780.80 275.99 
1053525 771.15 276.19 
1053524 770.87 276.19 
1053088 774.00 276.19 
1052666 780.80 276.19 
1051577 778.87 276.19 
1053518 770.04 276.19 
1053087 773.08 276.40 
1052498 775.29 276.40 
1051573 778.04 276.40 
1052505 777.31 276.40 
1052506 777.58 276.60 
1053078 772.62 276.60 
1052660 780.07 276.60 
1052670 782.09 276.60 
1053089 773.81 276.60 
1052504 776.94 276.60 
1053086 773.17 276.60 
1053526 771.70 276.60 
1052651 779.79 276.60 
1052669 782.09 276.60 
1053101 774.27 276.60 
1052495 776.02 276.80 
1052674 781.35 276.80 
1053516 770.69 276.80 
1052665 780.89 276.80 
1053517 770.23 276.80 
1052663 780.62 276.80 
1052496 776.02 276.80 
1052481 774.73 276.80 
1052494 776.02 276.80 
1051569 778.04 276.80 
1052664 780.89 277.01 
1052659 780.16 277.01 
1052658 780.07 277.01 
1052673 781.45 277.01 
1052493 776.02 277.01 
1040721 769.49 260.50 
1040722 769.49 260.50 
1040806 769.58 254.99 
1040762 769.58 257.24 
1040742 769.58 260.29 
1040775 769.58 255.81 
1040758 769.58 258.26 
1040763 769.58 257.24 
1040774 769.58 255.81 
1040727 769.58 258.66 
1040782 769.58 256.42 
1040800 769.58 255.40 
1040726 769.58 258.46 
1040783 769.58 256.62 
1040760 769.68 257.24 
1040761 769.68 257.24 
1040834 769.68 255.61 
1040833 769.68 255.61 
1040698 769.68 261.11 
1040771 769.68 256.62 
1040781 769.68 257.24 
1040770 769.68 256.62 
1040785 769.68 257.44 
1040759 769.68 257.44 
1040701 769.77 261.72 
1040764 769.77 257.85 
1040729 769.77 258.66 
1040728 769.77 258.66 
1040772 769.77 256.62 
1040699 769.86 261.72 
1040765 769.86 257.03 
1040801 769.86 255.20 
1040700 769.86 261.72 
1040784 769.86 256.83 
1040802 769.86 255.61 
1040769 769.86 256.62 
1040786 769.86 257.24 
1040733 769.95 258.46 
1040768 769.95 256.83 
1040741 769.95 260.50 
1040778 769.95 256.01 
1040780 769.95 256.01 
1040776 769.95 256.01 
1040740 770.04 260.50 
1040777 770.04 256.01 
1040779 770.04 256.01 
1040767 770.04 256.83 
1040694 770.04 261.72 
1040732 770.04 258.87 
1040821 770.14 254.99 
1040730 770.14 258.46 
1040731 770.14 258.87 
1040814 770.23 255.40 
1040738 770.32 260.70 
1040809 770.32 255.61 
1040815 770.32 255.20 
1040808 770.32 255.61 
1040810 770.32 255.20 
1040766 770.41 257.03 
1040737 770.41 259.68 
1040735 770.41 258.46 
1040695 770.41 261.92 
1040773 770.41 256.01 
1040743 770.50 258.66 
1040739 770.50 260.29 
1040736 770.50 258.46 
1040734 770.60 258.46 
1040744 770.78 258.26 
1040789 770.96 255.81 
1040790 770.96 255.81 
1040750 770.96 259.68 
1040787 771.06 257.85 
1040824 771.15 255.20 
1040745 771.15 259.07 
1040749 771.33 259.89 
1040704 771.33 260.90 
1040791 771.42 255.81 
1040751 771.52 258.66 
1040747 771.61 258.46 
1040748 771.61 259.07 
1040746 771.61 258.87 
1041141 771.61 262.13 
1040788 771.61 258.26 
1040635 771.88 257.03 
1041144 771.97 261.72 
1041143 772.07 261.52 
1040626 772.07 258.66 
1040634 772.07 257.24 
1040633 772.07 258.26 
1040629 772.25 258.66 
1040628 772.34 258.87 
1040627 772.34 258.46 
1040631 772.34 259.48 
1040630 772.34 258.66 
1041145 772.43 261.72 
1041146 772.43 261.92 
1041153 772.53 260.50 
1040636 772.62 257.24 
1040637 772.89 257.03 
1040639 773.08 257.85 
1040638 773.08 258.05 
1040640 773.17 257.64 
1041152 773.26 261.92 
1041155 773.35 260.29 
1040642 773.45 257.44 
1040641 773.45 257.24 
1041151 773.63 261.52 
1040643 773.63 258.26 
1041154 773.81 259.68 
1040632 773.81 258.26 
1040644 773.91 256.83 
1041150 773.91 261.92 
1040646 774.18 258.26 
1041174 774.37 260.90 
1040650 774.46 258.87 
1040651 774.64 258.26 
1041177 774.83 260.70 
1041172 775.01 261.31 
1040648 775.01 259.07 
1041178 775.01 260.70 
1041173 775.01 261.52 
1040647 775.01 258.87 
1041171 775.10 260.90 
1040649 775.10 258.66 
1040653 775.10 257.64 
1041170 775.10 261.11 
1041180 775.10 259.68 
1041179 775.19 260.70 
1041169 775.19 261.52 
1040652 775.19 257.85 
1040655 775.29 257.64 
1041182 775.29 260.70 
1041168 775.29 261.72 
1040654 775.29 256.42 
1041181 775.38 260.29 
1041176 775.56 261.92 
1040659 775.84 255.61 
1054671 776.20 258.26 
1054668 776.20 260.50 
1054669 776.30 259.89 
1054684 776.30 258.05 
1054685 776.30 257.24 
1054646 776.30 262.13 
1054647 776.30 261.52 
1054649 776.30 261.72 
1054670 776.30 259.48 
1054648 776.30 261.72 
1054691 776.66 256.42 
1054697 776.76 255.81 
1054710 776.76 258.26 
1054709 776.76 255.81 
1054708 776.85 255.40 
1054688 776.85 257.24 
1054673 776.85 259.07 
1054706 776.94 255.20 
1054686 777.03 257.85 
1054707 777.03 254.99 
1054687 777.12 257.44 
1054689 777.22 257.44 
1054690 777.22 257.44 
1054692 777.31 258.05 
1054674 777.31 258.46 
1054651 777.31 261.92 
1054693 777.31 258.05 
1054695 777.31 256.22 
1054696 777.40 256.22 
1054672 777.40 259.89 
1054676 777.40 258.87 
1054678 777.49 259.07 
1054694 777.49 256.62 
1054675 777.49 259.07 
1054679 777.49 259.07 
1054677 777.49 259.07 
1054698 777.68 257.64 
1054704 777.77 256.01 
1054680 777.86 258.87 
1051888 777.86 255.40 
1054702 777.86 256.22 
1054699 777.86 256.62 
1054700 777.95 256.83 
1054656 777.95 261.31 
1054657 777.95 261.31 
1054658 777.95 260.90 
1054703 778.04 257.85 
1054701 778.32 257.44 
1054654 778.41 261.92 
1051882 778.60 257.03 
1054655 778.69 261.11 
1054653 778.69 262.13 
1051889 778.78 255.20 
1051890 778.78 255.61 
1054665 779.33 261.92 
1051885 779.42 256.42 
1051891 779.42 255.20 
1054681 779.42 259.07 
1051883 779.51 257.03 
1051884 779.79 258.05 
1054683 779.97 259.27 
1054666 780.07 260.90 
1054682 780.16 260.50 
1051902 780.43 257.64 
1051903 780.62 257.85 
1055526 780.99 260.50 
1051905 781.17 256.42 
1051904 781.26 258.05 
